id,input_text,output_text,direction,tone,audience,cultural_context
320,Hotel room e mosquito coil lagbe? Raat e ghumano mushkil hoye jabe,Will we need mosquito coil in hotel room? Sleeping becomes difficult at night,banglish_to_english,practical_preparation,accommodation_comfort,pest_management_concerns
321,Street vendors start recognizing you after three visits,Tin bar gele street vendor ra tomake chinte shuru kore,english_to_banglish,community_integration,vendor_familiarity,repeat_customer_recognition
322,"Bhai, phone er battery shesh, rickshaw wallah ke address ta bolo","Brother, phone battery died, tell the rickshaw driver the address",banglish_to_english,tech_emergency,travel_backup_communication,device_dependency_solutions
323,My girlfriend's family invited me for their traditional fish curry,Amar girlfriend er family amake traditional fish curry khete dakche,english_to_banglish,relationship_milestone,cultural_food_acceptance,family_integration_moments
324,Hotel check-out er age suitcase ta properly pack kora ache?,Is the suitcase properly packed before hotel check-out?,banglish_to_english,departure_preparation,travel_organization,leaving_anxiety
325,The tea stall becomes unofficial neighborhood news center every evening,Shondha belay cha dokan moholla er unofficial news center hoye jay,english_to_banglish,community_observation,social_gathering_spots,information_exchange_culture
326,"Ma, GPS ta kemon kaj kore? Ami rastay hariye jabo","Mom, how does GPS work? I'm going to get lost on the road",banglish_to_english,tech_learning_anxiety,navigation_dependence,directional_confidence_issues
327,Train compartment's charging point works only near window seats,Train er compartment e charging point shudhu window seat er kache kaj kore,english_to_banglish,travel_logistics,device_charging_strategy,seating_preference_priorities
328,"Rickshaw fare ta advance e confirm korte hobe, meter nei","Have to confirm rickshaw fare in advance, there's no meter",banglish_to_english,negotiation_reality,transport_pricing,fare_discussion_culture
329,The hotel staff learned basic Bengali phrases for Bangladeshi guests,Hotel staff Bangladeshi guest der jonno basic Bengali phrase shikhche,english_to_banglish,cultural_accommodation,hospitality_adaptation,language_service_improvement
330,"Cha dokan uncle, ajke newspaper ta free te diye den please","Tea stall uncle, please give today's newspaper for free",banglish_to_english,friendly_bargaining,vendor_relationship,community_favor_requests
